,name,company,year,Price,fuel_type,kms
544,Chevrolet Enjoy,Chevrolet,2014,490000,Diesel,30201
545,Maruti Suzuki Alto,Maruti,2017,280000,Petrol,6200
546,BMW 5 Series,BMW,2009,650000,Petrol,37518
547,Toyota Etios Liva,Toyota,2014,160000,Petrol,24652
548,Mahindra Jeep MM,Mahindra,2004,424000,Diesel,383
549,Chevrolet Beat LS,Chevrolet,2016,225000,Diesel,95000
550,Chevrolet Cruze LTZ,Chevrolet,2011,350000,Diesel,35000
551,Jeep Wrangler Unlimited,Jeep,2015,950000,Diesel,3528
552,Maruti Suzuki Ertiga,Maruti,2013,485000,Diesel,52500
553,Hyundai Verna VGT,Hyundai,2010,205000,Diesel,47900
554,Maruti Suzuki Omni,Maruti,2012,160000,Petrol,14000
555,Maruti Suzuki Celerio,Maruti,2018,310000,Petrol,37000
556,Tata Zest Quadrajet,Tata,2017,180000,Diesel,90000
557,Mahindra XUV500 W6,Mahindra,2013,549900,Diesel,52800
558,Tata Indigo CS,Tata,2016,150000,Diesel,104000
559,Hyundai i10 Era,Hyundai,2011,175000,Petrol,30000
560,Tata Indigo eCS,Tata,2014,95000,Diesel,195000
561,Tata Indigo LX,Tata,2016,230000,Diesel,104000
562,Tata Indigo eCS,Tata,2016,230000,Diesel,104000
563,Tata Indigo Marina,Tata,2004,180000,Diesel,70000
564,Hyundai Xcent SX,Hyundai,2015,400000,Diesel,43000
565,Hyundai Eon Magna,Hyundai,2013,185000,Petrol,23000
566,Renault Duster 85,Renault,2015,385000,Diesel,51000
567,Maruti Suzuki Alto,Maruti,2009,90000,Petrol,62000
568,Tata Nano LX,Tata,2010,32000,Petrol,48008
569,Renault Duster 110,Renault,2013,435000,Diesel,39000
570,Maruti Suzuki Wagon,Maruti,2010,225000,Petrol,40000
571,Maruti Suzuki Swift,Maruti,2006,189700,Petrol,48247
572,Maruti Suzuki Ertiga,Maruti,2012,389700,Diesel,39000
573,Maruti Suzuki Swift,Maruti,2014,365000,Petrol,23000
574,Maruti Suzuki Alto,Maruti,2017,360000,Petrol,9400
575,Hyundai i20 Magna,Hyundai,2010,210000,Petrol,50000
576,Hyundai i10 Magna,Hyundai,2009,170000,Petrol,75000
577,Tata Zest XE,Tata,2017,380000,Diesel,70000
578,Mahindra Xylo E8,Mahindra,2009,295000,Diesel,64000
579,Toyota Corolla Altis,Toyota,2010,185000,Petrol,55000
580,Tata Manza Aqua,Tata,2014,160000,Diesel,200000
581,Renault Kwid 1.0,Renault,2018,290000,Petrol,2137
582,Tata Venture EX,Tata,2013,100000,Diesel,30000
583,Maruti Suzuki Swift,Maruti,2014,315000,Petrol,44000
584,Skoda Octavia Classic,Skoda,2006,114990,Diesel,65000
585,Maruti Suzuki Omni,Maruti,2012,120000,CNG,160000
586,Chevrolet Beat Diesel,Chevrolet,2011,125000,Diesel,56000
587,Tata Sumo Gold,Tata,2012,210000,Diesel,75000
588,Hyundai Verna 1.6,Hyundai,2018,855000,Diesel,42000
589,Tata Sumo Gold,Tata,2012,210000,Diesel,75000
590,Mahindra Scorpio 2.6,Mahindra,2007,260000,Diesel,56000
591,Maruti Suzuki Zen,Maruti,2002,95000,Petrol,10544
592,Maruti Suzuki Swift,Maruti,2011,255000,Petrol,64000
593,Mahindra Scorpio SLX,Mahindra,2008,300000,Diesel,70000
594,Hyundai Grand i10,Hyundai,2014,340000,Petrol,25000
595,Hyundai Elite i20,Hyundai,2017,550000,Petrol,15000
596,Ford Ikon 1.6,Ford,2003,60000,Petrol,50000
597,Toyota Innova 2.5,Toyota,2011,750000,Diesel,147000
598,Nissan Sunny XL,Nissan,2011,230000,Petrol,52000
599,Chevrolet Beat LT,Chevrolet,2012,130000,Diesel,90001
600,Maruti Suzuki Alto,Maruti,2017,270000,Petrol,21000
601,Maruti Suzuki Swift,Maruti,2012,280000,Diesel,48006
602,Maruti Suzuki Swift,Maruti,2012,280000,Diesel,48006
603,Maruti Suzuki Swift,Maruti,2012,280000,Diesel,48006
604,Toyota Innova 2.0,Toyota,2012,600000,Diesel,80000
605,Maruti Suzuki Swift,Maruti,2010,190000,Diesel,74000
606,Hyundai Elite i20,Hyundai,2015,500000,Petrol,22000
607,Mahindra XUV500 W10,Mahindra,2016,1065000,Diesel,41000
608,Volkswagen Polo Trendline,Volkswagen,2015,350000,Diesel,25000
609,Toyota Etios Liva,Toyota,2012,350000,Diesel,85000
610,Mahindra TUV300 T4,Mahindra,2016,540000,Diesel,29500
611,Hyundai Elite i20,Hyundai,2015,470000,Petrol,30000
612,Hyundai Santro Xing,Hyundai,2014,179000,Petrol,57000
613,Maruti Suzuki Zen,Maruti,2003,48000,Petrol,60000
614,Maruti Suzuki Ciaz,Maruti,2016,650000,Petrol,50000
615,Hyundai Eon Era,Hyundai,2013,190000,Petrol,39700
616,Hyundai Elantra 1.8,Hyundai,2012,500000,Petrol,65000
617,Maruti Suzuki Swift,Maruti,2010,270000,Diesel,67000
618,Maruti Suzuki Zen,Maruti,2008,125000,Petrol,46000
619,Hyundai Eon Era,Hyundai,2012,188000,Petrol,38000
620,Hyundai Grand i10,Hyundai,2016,380000,Petrol,27000
621,Hyundai Verna Fluidic,Hyundai,2011,365000,Diesel,43000
622,Ford EcoSport Trend,Ford,2014,465000,Petrol,47000
623,Hyundai i20 Magna,Hyundai,2011,240000,Petrol,42000
624,Chevrolet Beat Diesel,Chevrolet,2016,179999,Diesel,19336
625,Tata Indica eV2,Tata,2015,140000,Diesel,60105
626,Jaguar XF 2.2,Jaguar,2013,2190000,Diesel,29000
627,Audi Q5 2.0,Audi,2014,2390000,Diesel,34000
628,BMW 3 Series,BMW,2011,1075000,Diesel,35000
629,Maruti Suzuki Swift,Maruti,2015,475000,Petrol,22000
630,BMW X1 sDrive20d,BMW,2012,1025000,Diesel,41000
631,Maruti Suzuki S,Maruti,2016,615000,Diesel,21000
632,Maruti Suzuki Ertiga,Maruti,2013,475000,Diesel,48000
633,Maruti Suzuki Alto,Maruti,2016,270000,Petrol,38000
634,Honda City SV,Honda,2014,475000,Diesel,34000
635,Volkswagen Vento Comfortline,Volkswagen,2011,240000,Petrol,45933
636,Honda City 1.5,Honda,2005,120000,Petrol,68000
637,Audi A4 2.0,Audi,2016,1900000,Diesel,44000
638,Mahindra KUV100,Mahindra,2017,360000,Diesel,35000
639,Tata Zest XE,Tata,2018,450000,Diesel,102563
640,Mahindra XUV500 W8,Mahindra,2015,900000,Diesel,28600
641,Maruti Suzuki Swift,Maruti,2017,650000,Diesel,41800
642,Tata Sumo Gold,Tata,2014,275000,Diesel,116000
643,Maruti Suzuki Swift,Maruti,2009,210000,Petrol,59000
644,Mahindra Scorpio 2.6,Mahindra,2004,175000,Diesel,58000
645,Maruti Suzuki Omni,Maruti,2009,85000,Petrol,45000
646,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,Diesel,42590
647,Renault Duster,Renault,2014,800000,Diesel,7400
648,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,Diesel,54500
649,Maruti Suzuki Ertiga,Maruti,2012,1000000,Diesel,200000
650,Audi A4 2.0,Audi,2013,1510000,Diesel,27000
651,Volvo S80 Summum,Volvo,2015,1850000,Diesel,42000
652,Toyota Corolla Altis,Toyota,2014,790000,Petrol,29000
653,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,Diesel,37000
654,Chevrolet Beat LT,Chevrolet,2012,135000,Petrol,36000
655,BMW X1,BMW,2011,1000000,Diesel,34000
656,Datsun Redi GO,Datsun,2018,299999,Petrol,7000
657,Mercedes Benz C,Mercedes,2009,1225000,Diesel,76000
658,Mahindra Scorpio SLX,Mahindra,2004,175000,Diesel,60000
659,Volkswagen Vento Comfortline,Volkswagen,2011,200000,Diesel,95000
660,Tata Indigo CS,Tata,2017,270000,Diesel,50000
661,Ford Figo Petrol,Ford,2019,525000,Petrol,0
662,Honda City ZX,Honda,2006,180000,Petrol,50000
663,Maruti Suzuki Wagon,Maruti,2008,140000,Petrol,68000
664,Ford EcoSport Trend,Ford,2014,400000,Petrol,16000
665,Maruti Suzuki Swift,Maruti,2016,499000,Diesel,51000
666,Maruti Suzuki Omni,Maruti,2009,85000,Petrol,56000
667,Maruti Suzuki Zen,Maruti,2004,70000,Petrol,100000
668,Renault Duster RxL,Renault,2015,550000,Petrol,36000
669,Maruti Suzuki Swift,Maruti,2014,370000,Petrol,11523
670,Maruti Suzuki Baleno,Maruti,2018,690000,Petrol,1000
671,Honda WR V,Honda,2009,250000,Petrol,60000
672,Tata Indigo CS,Tata,2016,110000,Diesel,85000
673,Renault Duster 110,Renault,2013,490000,Diesel,38600
674,Mahindra Scorpio LX,Mahindra,2009,320000,Diesel,95500
675,Maruti Suzuki Zen,Maruti,2004,68000,Petrol,56000
676,Maruti Suzuki Wagon,Maruti,2014,130000,Petrol,37458
677,Maruti Suzuki SX4,Maruti,2016,970000,Diesel,85960
678,Audi A3 Cabriolet,Audi,2015,3100000,Petrol,12516
679,Hyundai Eon D,Hyundai,2018,280000,Petrol,35000
680,Maruti Suzuki Zen,Maruti,2009,125000,Petrol,0
681,Mahindra Scorpio SLX,Mahindra,2008,285000,Diesel,80000
682,Hyundai Santro AE,Hyundai,2011,165000,Petrol,45000
683,Maruti Suzuki Swift,Maruti,2009,250000,Diesel,51000
684,Mahindra Scorpio S4,Mahindra,2015,865000,Diesel,30000
685,Mahindra Xylo D2,Mahindra,2011,390000,Diesel,48000
686,Hyundai Santro,Hyundai,2003,60000,Petrol,51000
687,Chevrolet Beat LT,Chevrolet,2015,215000,Diesel,90000
688,Maruti Suzuki Swift,Maruti,2015,475000,Diesel,43000
689,Mahindra XUV500 W8,Mahindra,2015,899000,Diesel,53000
690,Toyota Fortuner 3.0,Toyota,2013,1499000,Diesel,97000
691,Maruti Suzuki Alto,Maruti,2013,240000,Petrol,20000
692,Hyundai Getz GLE,Hyundai,2007,99000,Petrol,55000
693,Maruti Suzuki Swift,Maruti,2014,260000,Diesel,120000
694,Hyundai Creta 1.6,Hyundai,2019,1200000,Petrol,0
695,Hyundai Santro Xing,Hyundai,2007,115000,Petrol,46000
696,Hyundai Santro Xing,Hyundai,2009,88000,Petrol,43200
697,Mahindra Xylo D2,Mahindra,2011,390000,Diesel,56000
698,Hyundai Santro Xing,Hyundai,2007,135000,Petrol,42000
699,Tata Indica V2,Tata,2009,90000,Diesel,30600
700,Hyundai i10 Sportz,Hyundai,2011,220000,Petrol,38000
701,Hyundai Grand i10,Hyundai,2017,424999,Petrol,2550
702,Hyundai Santro Xing,Hyundai,2007,135000,Petrol,47000
703,Honda City 1.5,Honda,2005,95000,Petrol,41000
704,Nissan Micra XL,Nissan,2017,430000,Diesel,62500
705,Honda City 1.5,Honda,2005,115000,Petrol,68000
706,Maruti Suzuki Alto,Maruti,2015,215000,Petrol,50000
707,Maruti Suzuki Wagon,Maruti,2004,53000,Petrol,69000
708,Maruti Suzuki Ertiga,Maruti,2012,500000,Diesel,48000
709,Tata Indica eV2,Tata,2012,85000,Diesel,55000
710,Maruti Suzuki Omni,Maruti,2013,165000,Petrol,25000
711,Hyundai Eon Era,Hyundai,2014,200000,Petrol,28400
712,Hyundai Eon,Hyundai,2014,200000,Petrol,28000
713,Maruti Suzuki Swift,Maruti,2015,425000,Diesel,42000
714,Hyundai Verna 1.6,Hyundai,2012,600000,Diesel,29000
715,Chevrolet Tavera LS,Chevrolet,2005,130000,Diesel,68485
716,Tata Tiago Revotron,Tata,2018,430000,Petrol,3500
717,Tata Tiago Revotorq,Tata,2019,568500,Petrol,0
718,Maruti Suzuki Zen,Maruti,2006,71000,Petrol,32000
719,Mahindra KUV100 K8,Mahindra,2018,560000,Diesel,8000
720,Ford EcoSport Titanium,Ford,2014,590000,Diesel,34000
721,Hindustan Motors Ambassador,Hindustan,1995,750000,Petrol,37000
722,Ford Fusion 1.4,Ford,2007,125000,Diesel,85455
723,Hyundai Santro Xing,Hyundai,2007,135000,Petrol,46000
724,Hyundai Santro,Hyundai,2002,60000,Petrol,47000
725,Fiat Linea Emotion,Fiat,2009,120000,Petrol,64000
726,Ford Ikon 1.3,Ford,2008,95000,Petrol,46000
727,Maruti Suzuki Omni,Maruti,2017,240000,Petrol,8000
728,Tata Indica V2,Tata,2012,115000,Diesel,64000
729,Mahindra Scorpio S4,Mahindra,2015,795000,Diesel,63000
730,Hyundai Santro Xing,Hyundai,2007,55000,Petrol,65000
731,Mahindra Xylo D2,Mahindra,2009,300000,Diesel,62000
732,Hyundai Grand i10,Hyundai,2014,320000,Petrol,41000
733,Maruti Suzuki Alto,Maruti,2015,265000,Petrol,14000
734,Toyota Corolla,Toyota,2006,160000,Petrol,40000
735,Hyundai Eon Magna,Hyundai,2017,300000,Petrol,1600
736,Tata Sumo Grande,Tata,2010,130000,Diesel,90000
737,Maruti Suzuki Swift,Maruti,2011,250000,Diesel,58000
738,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,Petrol,27000
739,Maruti Suzuki Alto,Maruti,2003,42000,Petrol,60000
740,Tata Tiago Revotron,Tata,2017,400000,Petrol,31000
741,Maruti Suzuki Swift,Maruti,2009,120000,Diesel,90000
742,Maruti Suzuki Swift,Maruti,2009,120000,Diesel,90000
743,Tata Indigo eCS,Tata,2016,130000,Diesel,150000
744,Chevrolet Beat LS,Chevrolet,2014,189000,Diesel,31000
745,Mahindra Xylo E8,Mahindra,2011,365000,Diesel,43000
746,Hyundai Eon D,Hyundai,2013,170000,Petrol,20000
747,Tata Sumo Gold,Tata,2013,215000,Petrol,100000
748,Tata Nano,Tata,2013,60000,Petrol,7000
749,Hyundai Elite i20,Hyundai,2017,599999,Petrol,31000
750,Hyundai i10 Magna,Hyundai,2009,400000,Petrol,33000
751,Hyundai Creta,Hyundai,2016,900000,Diesel,60000
752,Volkswagen Polo,Volkswagen,2013,299999,Diesel,48000
753,Maruti Suzuki Dzire,Maruti,2014,374999,Petrol,33000
754,Tata Bolt XM,Tata,2015,600000,Petrol,15000
755,Maruti Suzuki Alto,Maruti,2005,70000,Petrol,47000
756,Maruti Suzuki Alto,Maruti,2005,100000,Petrol,40000
757,Maruti Suzuki Ritz,Maruti,2010,150000,Diesel,38000
758,Maruti Suzuki Alto,Maruti,2017,225000,Petrol,12500
759,Maruti Suzuki Dzire,Maruti,2009,210000,Petrol,42000
760,Hyundai i20 Asta,Hyundai,2014,425000,Petrol,31000
761,Maruti Suzuki Swift,Maruti,2008,162000,Diesel,60000
762,Tata Indica V2,Tata,2005,60000,Diesel,80000
763,Mahindra Scorpio VLX,Mahindra,2014,650000,Diesel,77000
764,Toyota Innova 2.5,Toyota,2012,750000,Diesel,75000
765,Mahindra Xylo E8,Mahindra,2010,375000,Diesel,40000
766,Hyundai i20 Magna,Hyundai,2011,230000,Petrol,47000
767,Maruti Suzuki Omni,Maruti,2000,35999,Petrol,60000
768,Mahindra KUV100,Mahindra,2016,380000,Petrol,26500
769,Mahindra KUV100 K8,Mahindra,2019,560000,Petrol,2875
770,Datsun Go Plus,Datsun,2016,285000,Petrol,13900
771,Ford Endeavor 4x4,Ford,2019,2900000,Diesel,9000
772,Tata Indica V2,Tata,2005,39999,Diesel,80000
773,Hyundai Santro Xing,Hyundai,2006,85000,Petrol,60000
774,Maruti Suzuki Wagon,Maruti,2016,395000,Petrol,20000
775,Maruti Suzuki Swift,Maruti,2008,175000,Diesel,58000
776,Maruti Suzuki Alto,Maruti,2019,400000,Petrol,1500
777,Toyota Innova 2.5,Toyota,2011,750000,Diesel,75000
778,Maruti Suzuki Alto,Maruti,2016,250000,Petrol,2450
779,Maruti Suzuki Alto,Maruti,2019,425000,Petrol,1625
780,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,Petrol,45000
781,Mahindra Logan,Mahindra,2009,130000,Diesel,65000
782,Maruti Suzuki 800,Maruti,2000,30000,Petrol,33400
783,Mahindra Scorpio,Mahindra,2011,475000,Diesel,60123
784,Chevrolet Sail 1.2,Chevrolet,2013,300000,Petrol,28000
785,Hyundai Santro AE,Hyundai,2003,60000,Petrol,70000
786,Maruti Suzuki Wagon,Maruti,2006,100000,Petrol,7000
787,Hyundai Eon,Hyundai,2018,260000,Petrol,25000
788,Tata Manza,Tata,2015,100000,Diesel,100000
789,Toyota Etios G,Toyota,2013,265000,Petrol,42000
790,Hyundai Getz Prime,Hyundai,2009,115000,Petrol,20000
791,Toyota Qualis,Toyota,2003,180000,Diesel,100000
792,Hyundai Santro Xing,Hyundai,2004,45000,Petrol,137495
793,Tata Indica eV2,Tata,2016,50500,Diesel,91200
794,Honda City 1.5,Honda,2009,270000,Petrol,55000
795,Tata Zest XE,Tata,2017,290000,Diesel,120000
796,Mahindra Quanto C4,Mahindra,2013,325000,Diesel,63000
797,Tata Indigo eCS,Tata,2016,160000,Diesel,104000
798,Maruti Suzuki Swift,Maruti,2016,350000,Diesel,146000
799,Hyundai Elite i20,Hyundai,2011,290000,Petrol,40000
800,Hyundai i20 Select,Hyundai,2011,290000,Petrol,40000
801,Chevrolet Tavera Neo,Chevrolet,2007,465000,Diesel,100800
802,Maruti Suzuki Dzire,Maruti,2016,325000,Diesel,150000
803,Hyundai Elite i20,Hyundai,2018,510000,Petrol,2100
804,Honda City VX,Honda,2016,860000,Petrol,95000
805,Maruti Suzuki Dzire,Maruti,2016,450000,Diesel,2500
806,Hyundai Getz,Hyundai,2006,125000,Petrol,80000
807,Mercedes Benz C,Mercedes,2006,500001,Petrol,15000
808,Maruti Suzuki Alto,Maruti,2005,95000,Petrol,65000
809,Maruti Suzuki Swift,Maruti,2009,250000,Diesel,51000
810,Skoda Fabia,Skoda,2009,110000,Petrol,45000
811,Maruti Suzuki Ritz,Maruti,2011,270000,Petrol,50000
812,Tata Indica V2,Tata,2009,110000,Diesel,30000
813,Toyota Corolla Altis,Toyota,2009,300000,Petrol,132000
814,Tata Zest XM,Tata,2018,260000,Diesel,27000
815,Mahindra Quanto C8,Mahindra,2013,390000,Diesel,40000
